CountyFIPS,Marc_CountyID1,FIPS,LocalityName,Population2023,OUD_Deaths2023,OUDCases_2023,Labor_Fatal,Labor_OUD,Labor_Incarceration,Labor_Total,Labor_PerCapita,Health_ED,Health_Hosp,Health_AmbulanceNalax,Health_Indirect,Health_Total,Health_PerCapita,Crime_Total,Crime_PerCapita,ChildFamily _Assistance,ChildFamily_K12Ed,ChildFamily_Total,ChildFamily_PerCapita,Total_Total,Total_PerCapita,HouseholdSector_Total,FedGovtSector_Total,StateLocalSector_Total,MedianAgeYrs,MedianHHIncome,PovertyPct,Hlth_Dist_Name,Hlth_Region_Name,CooperCtrRegionName,Category name,Category description,Urban_Rural,Metro_NonMetro,HHMI_State,HHMI_Quartile,PovertyRate_State,PovertyRate_Quartile,HHMI_quartileProse
51085,85,us-va-085,Hanover County                                    ,"114,193",26,"1,672","$37,114,706.00","$14,090,978.00","$1,143,594.00","$52,349,278.00",$458.00,"$313,240.00","$1,841,210.00","$143,928.00","$8,957,780.00","$11,256,159.00",$99.00,"$1,338,636.00",$12.00,"$3,423,926.00","$2,071,113.00"," $	5,495,040 ",$60.00,"$70,439,113.00",$617.00,"$41,003,251.00","$21,159,513.00","$8,276,349.00",42.1,96911,5.47,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51087,87,us-va-087,Henrico County                                    ,"335,729",107,"7,023","$128,552,203.00","$48,806,159.00","$3,481,781.00","$180,840,144.00",$539.00,"$1,867,157.00","$10,975,058.00","$857,922.00","$42,616,460.00","$56,316,597.00",$168.00,"$4,942,059.00",$15.00,"$12,523,475.00","$8,698,675.00"," $	21,222,150 ",$78.00,"$263,320,950.00",$784.00,"$146,367,813.00","$83,738,068.00","$33,215,069.00",39.2,76345,8.15,Henrico,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,LOWER,2nd Quartile,higher than 50% of Virginia’s localities
51089,89,us-va-089,Henry County                                      ,"49,636",28,"1,806","$28,204,464.00","$10,708,113.00","$799,996.00","$39,712,573.00",$800.00,"$418,417.00","$2,459,435.00","$192,254.00","$10,399,798.00","$13,469,904.00",$271.00,"$1,330,854.00",$27.00,"$3,457,660.00","$2,236,802.00"," $	5,694,462 ",$142.00,"$60,207,793.00","$1,213.00","$32,451,959.00","$19,661,771.00","$8,094,063.00",48.0,41103,14.89,West Piedmont,Southwest,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,3rd Quartile,lower than 75% of Virginia’s localities
51091,91,us-va-091,Highland County                                   ,"2,351", 	-   , 	-   , $	-   , $	-   ,"$8,694.00","$8,694.00",$4.00, $	-   , $	-   , $	-   , $	-   , $	-   , $	-   ,"$15,566.00",$7.00,"$134,933.00", $	-   ," $	134,933 ",$64.00,"$159,193.00",$68.00,"$7,291.00","$110,947.00","$40,955.00",56.5,52901,12.62,Central Shenandoah,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51093,93,us-va-093,Isle of Wight County                              ,"40,667",5,334,"$7,471,341.00","$2,836,571.00","$200,765.00","$10,508,677.00",$258.00,"$168,904.00","$992,810.00","$77,608.00","$2,753,610.00","$3,992,932.00",$98.00,"$233,483.00",$6.00,"$1,315,597.00","$414,223.00"," $	1,729,820 ",$48.00,"$16,464,912.00",$405.00,"$8,699,607.00","$5,709,038.00","$2,056,267.00",44.4,84673,8.82,Western Tidewater,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,2nd Quartile,higher than 75% of Virginia’s localities
51095,95,us-va-095,James City County                                 ,"82,346",7,468,"$8,259,400.00","$3,135,766.00","$258,931.00","$11,654,096.00",$142.00,"$316,311.00","$1,859,262.00","$145,339.00","$4,577,985.00","$6,898,896.00",$84.00,"$381,356.00",$5.00,"$3,272,127.00","$579,912.00"," $	3,852,038 ",$51.00,"$22,786,387.00",$277.00,"$10,325,156.00","$9,187,545.00","$3,273,686.00",46.8,94907,6.91,Peninsula,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51097,97,us-va-097,King and Queen County                             ,"6,746", 	-   ,48, $	-   ,"$417,394.00","$40,966.00","$458,361.00",$68.00,"$27,639.00","$162,460.00","$12,699.00","$314,998.00","$517,796.00",$77.00,"$46,697.00",$7.00,"$438,532.00","$59,741.00"," $	498,274 ",$81.00,"$1,521,127.00",$225.00,"$474,808.00","$755,274.00","$291,045.00",48.2,61672,14.27,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,3rd Quartile,higher than 50% of Virginia’s localities
51099,99,us-va-099,King George County                                ,"28,422",7,468,"$12,149,781.00","$4,612,789.00","$652,961.00","$17,415,531.00",$613.00,"$58,349.00","$342,971.00","$26,810.00","$2,242,362.00","$2,670,492.00",$94.00,"$653,753.00",$23.00,"$1,045,731.00","$579,912.00"," $	1,625,643 ",$80.00,"$22,365,418.00",$787.00,"$13,358,437.00","$6,383,067.00","$2,623,914.00",38.3,101599,6.5,Rappahannock,Northwest,Northern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51101,101,us-va-101,King William County                               ,"19,035",2,134,"$3,236,394.00","$1,228,730.00","$246,404.00","$4,711,529.00",$248.00,"$55,278.00","$324,919.00","$25,399.00","$990,224.00","$1,395,820.00",$73.00,"$264,614.00",$14.00,"$889,715.00","$165,689.00"," $	1,055,404 ",$69.00,"$7,427,367.00",$390.00,"$3,800,908.00","$2,600,011.00","$1,026,448.00",40.6,74592,7.75,Three Rivers,Eastern,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,LOWER,1st Quartile,higher than 50% of Virginia’s localities
51103,103,us-va-103,Lancaster County                                  ,"10,927",2,134,"$2,599,609.00","$986,968.00","$17,464.00","$3,604,041.00",$330.00,"$58,349.00","$342,971.00","$26,810.00","$1,018,029.00","$1,446,158.00",$132.00,"$23,348.00",$2.00,"$252,999.00","$165,689.00"," $	418,689 ",$40.00,"$5,492,236.00",$503.00,"$3,001,601.00","$1,838,526.00","$652,109.00",57.1,64460,10.89,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,2nd Quartile,higher than 50% of Virginia’s localities
51105,105,us-va-105,Lee County                                        ,"21,761",6,401,"$7,457,561.00","$2,831,339.00","$629,016.00","$10,917,916.00",$502.00,"$95,200.00","$559,584.00","$43,743.00","$2,331,156.00","$3,029,683.00",$139.00,"$879,453.00",$40.00,"$2,036,646.00","$497,067.00"," $	2,533,713 ",$157.00,"$17,360,765.00",$798.00,"$8,762,612.00","$5,956,612.00","$2,641,541.00",45.6,37574,26.17,Lenowisco,Southwest,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51107,107,us-va-107,Loudoun County                                    ,"437,164",23,"1,538","$34,096,606.00","$12,945,125.00","$1,639,901.00","$48,681,632.00",$111.00,"$611,126.00","$3,592,165.00","$280,800.00","$11,165,134.00","$15,649,226.00",$36.00,"$1,922,344.00",$4.00,"$13,678,839.00","$1,905,424.00"," $	15,584,263 ",$40.00,"$81,837,465.00",$187.00,"$39,586,784.00","$30,967,121.00","$11,283,561.00",36.9,156821,3.32,Loudoun,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51109,109,us-va-109,Louisa County                                     ,"41,008",9,602,"$11,315,357.00","$4,295,991.00","$106,984.00","$15,718,332.00",$383.00,"$135,123.00","$794,248.00","$62,086.00","$3,427,221.00","$4,418,679.00",$108.00,"$147,873.00",$4.00,"$1,969,179.00","$745,601.00"," $	2,714,780 ",$70.00,"$22,999,664.00",$561.00,"$12,585,388.00","$7,650,997.00","$2,763,279.00",44.9,70974,10.8,Blue Ridge,Northwest,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,2nd Quartile,higher than 50% of Virginia’s localities
51111,111,us-va-111,Lunenburg County                                  ,"12,042",2,134,"$2,344,846.00","$890,245.00","$94,514.00","$3,329,604.00",$276.00,"$21,497.00","$126,358.00","$9,877.00","$684,369.00","$842,100.00",$70.00,"$140,090.00",$12.00,"$548,166.00","$165,689.00"," $	713,855 ",$71.00,"$5,025,649.00",$417.00,"$2,645,134.00","$1,692,110.00","$688,405.00",43.9,47269,14.02,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,3rd Quartile,lower than 75% of Virginia’s localities
51113,113,us-va-113,Madison County                                    ,"14,135",3,201,"$3,417,756.00","$1,297,586.00","$76,533.00","$4,791,875.00",$339.00,"$33,781.00","$198,562.00","$15,522.00","$1,040,455.00","$1,288,320.00",$91.00,"$116,742.00",$8.00,"$813,815.00","$248,534.00"," $	1,062,349 ",$83.00,"$7,259,285.00",$514.00,"$3,824,290.00","$2,483,909.00","$951,086.00",46.5,72349,8.66,Rappahannock/Rapidan,Northwest,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,LOWER,2nd Quartile,higher than 50% of Virginia’s localities
51115,115,us-va-115,Mathews County                                    ,"8,568",1,67,"$1,164,839.00","$442,243.00","$119,986.00","$1,727,069.00",$202.00,"$30,710.00","$180,511.00","$14,111.00","$522,917.00","$748,248.00",$87.00,"$179,004.00",$21.00,"$430,099.00","$82,845.00"," $	512,944 ",$81.00,"$3,167,264.00",$370.00,"$1,460,600.00","$1,186,223.00","$520,441.00",53.4,73229,8.04,Three Rivers,Eastern,Hampton Roads Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,3rd Quartile,LOWER,2nd Quartile,higher than 50% of Virginia’s localities
51117,117,us-va-117,Mecklenburg County                                ,"30,622",12,803,"$12,479,457.00","$4,737,953.00","$228,217.00","$17,445,627.00",$570.00,"$116,697.00","$685,941.00","$53,620.00","$3,994,991.00","$4,851,250.00",$158.00,"$381,356.00",$12.00,"$1,138,498.00","$994,134.00"," $	2,132,632 ",$82.00,"$24,810,865.00",$810.00,"$13,959,373.00","$7,703,975.00","$3,147,517.00",48.4,46378,17.92,Southside,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51119,119,us-va-119,Middlesex County                                  ,"10,938",1,67,"$998,768.00","$379,193.00","$26,838.00","$1,404,799.00",$128.00,"$15,355.00","$90,255.00","$7,055.00","$383,892.00","$496,557.00",$45.00,"$46,697.00",$4.00,"$632,499.00","$82,845.00"," $	715,343 ",$70.00,"$2,663,397.00",$243.00,"$1,154,900.00","$1,108,832.00","$399,665.00",54.8,63782,9.76,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,LOWER,2nd Quartile,higher than 50% of Virginia’s localities
51121,121,us-va-121,Montgomery County                                 ,"99,134",9,602,"$10,878,924.00","$4,130,295.00","$1,385,865.00","$16,395,084.00",$165.00,"$214,970.00","$1,263,580.00","$98,774.00","$4,150,159.00","$5,727,483.00",$58.00,"$1,992,389.00",$20.00,"$4,237,742.00","$745,601.00"," $	4,983,342 ",$70.00,"$29,098,298.00",$294.00,"$13,505,631.00","$10,656,794.00","$4,935,873.00",30.1,60666,24.77,New River,Southwest,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,3rd Quartile,HIGHER,4th Quartile,higher than 50% of Virginia’s localities
51125,125,us-va-125,Nelson County                                     ,"14,625", 	-   ,118, $	-   ,"$898,157.00","$72,125.00","$970,282.00",$66.00,"$67,562.00","$397,124.00","$31,043.00","$769,994.00","$1,265,723.00",$87.00,"$93,393.00",$6.00,"$704,182.00","$146,035.00"," $	850,217 ",$65.00,"$3,179,615.00",$217.00,"$1,050,037.00","$1,519,816.00","$609,762.00",51.8,67707,12.5,Blue Ridge,Northwest,Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,3rd Quartile,HIGHER,3rd Quartile,higher than 50% of Virginia’s localities
51127,127,us-va-127,New Kent County                                   ,"26,211",2,134,"$2,384,896.00","$1,031,749.00","$395,548.00","$3,812,193.00",$145.00,"$92,129.00","$541,532.00","$42,332.00","$1,323,884.00","$1,999,878.00",$76.00,"$505,880.00",$19.00,"$1,155,364.00","$165,689.00"," $	1,321,053 ",$70.00,"$7,639,005.00",$291.00,"$3,322,850.00","$2,993,543.00","$1,322,612.00",42.1,101628,4.64,Chickahominy,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51131,131,us-va-131,Northampton County                                ,"12,026", 	-   ,48, $	-   ,"$349,197.00","$34,273.00","$383,470.00",$32.00,"$27,639.00","$162,460.00","$12,699.00","$314,998.00","$517,796.00",$43.00,"$46,697.00",$4.00,"$185,533.00","$59,741.00"," $	245,274 ",$24.00,"$1,193,237.00",$99.00,"$419,828.00","$539,613.00","$233,796.00",50.7,50347,16.49,Eastern Shore,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51133,133,us-va-133,Northumberland County                             ,"12,388",2,134,"$2,589,298.00","$828,774.00","$4,888.00","$3,422,960.00",$276.00,"$36,852.00","$216,613.00","$16,933.00","$823,394.00","$1,093,791.00",$88.00,"$7,783.00",$1.00,"$662,015.00","$165,689.00"," $	827,704 ",$67.00,"$5,352,239.00",$432.00,"$2,775,994.00","$1,919,640.00","$656,604.00",59.8,61291,15.55,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,HIGHER,3rd Quartile,higher than 50% of Virginia’s localities
51135,135,us-va-135,Nottoway County                                   ,"15,570",4,268,"$4,975,407.00","$1,888,964.00","$133,696.00","$6,998,067.00",$449.00,"$52,207.00","$306,868.00","$23,988.00","$1,452,152.00","$1,835,215.00",$118.00,"$186,786.00",$12.00,"$607,199.00","$331,378.00"," $	938,577 ",$72.00,"$9,958,645.00",$640.00,"$5,571,359.00","$3,141,990.00","$1,245,296.00",41.0,54614,16.54,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51137,137,us-va-137,Orange County                                     ,"38,487",9,602,"$11,409,414.00","$4,331,701.00","$266,843.00","$16,007,958.00",$416.00,"$101,342.00","$595,686.00","$46,565.00","$3,121,366.00","$3,864,959.00",$100.00,"$365,790.00",$10.00,"$1,927,013.00","$745,601.00"," $	2,672,614 ",$79.00,"$22,911,321.00",$595.00,"$12,653,727.00","$7,410,448.00","$2,847,146.00",42.5,79211,11.33,Rappahannock/Rapidan,Northwest,Central Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,4th Quartile,HIGHER,2nd Quartile,higher than 75% of Virginia’s localities
51139,139,us-va-139,Page County                                       ,"23,682",3,201,"$3,240,279.00","$1,230,205.00","$749,774.00","$5,220,258.00",$220.00,"$101,342.00","$595,686.00","$46,565.00","$1,652,166.00","$2,395,759.00",$101.00,"$1,206,329.00",$51.00,"$1,256,564.00","$248,534.00"," $	1,505,098 ",$114.00,"$10,327,444.00",$436.00,"$4,476,180.00","$3,747,395.00","$2,103,868.00",45.3,53168,12.33,Lord Fairfax,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51141,141,us-va-141,Patrick County                                    ,"17,440",2,134,"$2,199,954.00","$835,235.00","$389,178.00","$3,424,367.00",$196.00,"$70,633.00","$415,175.00","$32,454.00","$1,129,249.00","$1,647,511.00",$94.00,"$614,839.00",$35.00,"$906,582.00","$165,689.00"," $	1,072,271 ",$97.00,"$6,758,987.00",$388.00,"$2,950,319.00","$2,533,942.00","$1,274,727.00",50.4,47215,10.79,West Piedmont,Southwest,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,2nd Quartile,lower than 75% of Virginia’s localities
51143,143,us-va-143,Pittsylvania County                               ,"59,581",14,936,"$15,479,523.00","$5,876,959.00","$84,181.00","$21,440,664.00",$360.00,"$356,268.00","$2,094,123.00","$163,698.00","$6,653,822.00","$9,267,910.00",$156.00,"$132,307.00",$2.00,"$2,947,444.00","$1,159,823.00"," $	4,107,267 ",$71.00,"$34,948,149.00",$587.00,"$18,040,406.00","$12,472,441.00","$4,435,301.00",47.8,49486,15.17,Pittsylvania/Danville,Southwest,Southside Region,Rural (Micropolitan),Rural (Counties in micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,3rd Quartile,lower than 75% of Virginia’s localities
51145,145,us-va-145,Powhatan County                                   ,"32,113",4,268,"$6,141,078.00","$2,331,523.00","$89,385.00","$8,561,987.00",$267.00,"$82,917.00","$487,379.00","$38,098.00","$1,730,203.00","$2,338,597.00",$73.00,"$101,176.00",$3.00,"$1,130,064.00","$331,378.00"," $	1,461,442 ",$49.00,"$12,463,202.00",$388.00,"$6,837,866.00","$4,166,288.00","$1,459,048.00",45.6,101395,4.48,Chesterfield,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51147,147,us-va-147,Prince Edward County                              ,"21,998",3,201,"$2,531,757.00","$961,207.00","$34,016.00","$3,526,980.00",$160.00,"$89,058.00","$523,481.00","$40,921.00","$1,540,946.00","$2,194,406.00",$100.00,"$70,045.00",$3.00,"$758,998.00","$248,534.00"," $	1,007,532 ",$49.00,"$6,798,963.00",$309.00,"$3,151,210.00","$2,661,690.00","$986,062.00",32.3,49019,23.57,Piedmont,Central,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51149,149,us-va-149,Prince George County                              ,"43,048",13,869,"$17,578,762.00","$6,673,957.00","$520,812.00","$24,773,530.00",$575.00,"$498,118.00","$2,927,911.00","$228,875.00","$7,693,282.00","$11,348,187.00",$264.00,"$669,318.00",$16.00,"$1,530,647.00","$1,076,979.00"," $	2,607,626 ",$76.00,"$39,398,661.00",$915.00,"$21,031,149.00","$13,347,072.00","$5,020,440.00",37.1,78895,9.25,Crater,Central,Central Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,LOWER,4th Quartile,LOWER,2nd Quartile,higher than 75% of Virginia’s localities
51153,153,us-va-153,Prince William County                             ,"491,578",56,"3,678","$75,363,578.00","$28,612,553.00","$6,382,189.00","$110,358,320.00",$224.00,"$977,907.00","$5,748,086.00","$449,329.00","$22,321,746.00","$29,497,067.00",$60.00,"$8,094,081.00",$16.00,"$23,925,319.00","$4,556,449.00"," $	28,481,768 ",$74.00,"$176,431,235.00",$359.00,"$88,247,539.00","$61,984,958.00","$26,198,738.00",35.7,113831,5.8,Prince William,Northern,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51155,155,us-va-155,Pulaski County                                    ,"33,607",12,803,"$13,772,017.00","$5,228,687.00","$606,507.00","$19,607,211.00",$583.00,"$270,246.00","$1,588,495.00","$124,173.00","$5,385,243.00","$7,368,157.00",$219.00,"$918,367.00",$27.00,"$3,280,560.00","$994,134.00"," $	4,274,694 ",$155.00,"$32,168,430.00",$957.00,"$16,230,757.00","$11,379,009.00","$4,558,664.00",47.2,55446,12.84,New River,Southwest,West Central Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,2nd Quartile,HIGHER,3rd Quartile,lower than 50% of Virginia’s localities
51157,157,us-va-157,Rappahannock County                               ,"7,455",1,67,"$1,789,324.00","$679,335.00","$160,272.00","$2,628,931.00",$353.00,"$9,213.00","$54,153.00","$4,233.00","$328,282.00","$395,881.00",$53.00,"$155,655.00",$21.00,"$404,799.00","$82,845.00"," $	487,644 ",$86.00,"$3,668,111.00",$492.00,"$2,017,446.00","$1,163,445.00","$487,220.00",48.2,90307,6.11,Rappahannock/Rapidan,Northwest,Northern Region,Large fringe metro,NCHS-defined “fringe” counties of MSAs of 1 million or more population,Urban,Metropolitan,HIGHER,4th Quartile,LOWER,1st Quartile,higher than 75% of Virginia’s localities
51159,159,us-va-159,Richmond County                                   ,"9,162",1,67,"$1,518,931.00","$576,678.00","$47,618.00","$2,143,227.00",$234.00,"$33,781.00","$198,562.00","$15,522.00","$550,722.00","$798,586.00",$87.00,"$54,479.00",$6.00,"$320,466.00","$82,845.00"," $	403,311 ",$50.00,"$3,399,603.00",$371.00,"$1,770,429.00","$1,197,525.00","$431,649.00",44.3,57697,10.3,Three Rivers,Eastern,Eastern Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,2nd Quartile,lower than 50% of Virginia’s localities
51161,161,us-va-161,Roanoke County                                    ,"97,263",24,"1,605","$30,686,279.00","$11,650,360.00","$939,105.00","$43,275,744.00",$445.00,"$783,199.00","$4,603,607.00","$359,865.00","$12,967,977.00","$18,714,647.00",$192.00,"$1,276,374.00",$13.00,"$6,632,803.00","$1,988,269.00"," $	8,621,072 ",$102.00,"$71,887,838.00",$739.00,"$36,454,983.00","$25,844,689.00","$9,588,167.00",43.6,74622,6.92,Alleghany,Southwest,West Central Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,3rd Quartile,LOWER,1st Quartile,higher than 50% of Virginia’s localities
51163,163,us-va-163,Rockbridge County                                 ,"22,394",1,67,"$1,078,058.00","$409,296.00","$395,907.00","$1,883,261.00",$84.00,"$86,614.00","$509,113.00","$39,797.00","$1,029,081.00","$1,664,605.00",$74.00,"$638,187.00",$28.00,"$1,690,880.00","$82,845.00"," $	1,773,724 ",$108.00,"$5,959,778.00",$266.00,"$1,842,331.00","$2,811,279.00","$1,306,168.00",49.2,57828,10.3,Central Shenandoah,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,2nd Quartile,lower than 50% of Virginia’s localities
51165,165,us-va-165,Rockingham County                                 ,"86,630",7,468,"$9,085,901.00","$3,449,555.00","$1,040,544.00","$13,576,000.00",$157.00,"$165,783.00","$974,464.00","$76,174.00","$3,215,085.00","$4,431,505.00",$51.00,"$1,393,116.00",$16.00,"$7,008,086.00","$579,912.00"," $	7,587,998 ",$104.00,"$26,988,619.00",$312.00,"$11,100,073.00","$11,350,656.00","$4,537,890.00",40.3,67484,7.6,Central Shenandoah,Northwest,Valley Region,Small metro,"Counties within MSAS of 50,000 to 249,999 population",Urban,Metropolitan,LOWER,3rd Quartile,LOWER,1st Quartile,higher than 50% of Virginia’s localities
51167,167,us-va-167,Russell County                                    ,"25,502",6,401,"$6,349,785.00","$2,410,761.00","$284,378.00","$9,044,924.00",$355.00,"$138,194.00","$812,299.00","$63,497.00","$2,720,426.00","$3,734,417.00",$146.00,"$466,966.00",$18.00,"$2,205,312.00","$497,067.00"," $	2,702,379 ",$124.00,"$15,948,686.00",$625.00,"$7,581,675.00","$5,996,208.00","$2,370,803.00",46.8,41100,18.5,Cumberland Plateau,Southwest,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51169,169,us-va-169,Scott County                                      ,"21,444",2,134,"$2,221,225.00","$843,311.00","$661,533.00","$3,726,070.00",$174.00,"$15,355.00","$90,255.00","$7,055.00","$628,759.00","$741,424.00",$35.00,"$1,035,108.00",$48.00,"$1,581,247.00","$165,689.00"," $	1,746,936 ",$130.00,"$7,249,538.00",$338.00,"$2,942,103.00","$2,699,106.00","$1,608,330.00",47.2,42561,15.37,Lenowisco,Southwest,Southwest Region,Medium metro,"Counties within MSAs of 250,000-999,999 population",Urban,Metropolitan,LOWER,1st Quartile,HIGHER,3rd Quartile,lower than 75% of Virginia’s localities
51171,171,us-va-171,Shenandoah County                                 ,"45,185",7,468,"$9,127,765.00","$3,465,450.00","$478,870.00","$13,072,085.00",$289.00,"$202,685.00","$1,191,371.00","$93,130.00","$3,549,199.00","$5,036,385.00",$111.00,"$638,187.00",$14.00,"$3,516,693.00","$579,912.00"," $	4,096,605 ",$105.00,"$22,843,261.00",$506.00,"$10,859,395.00","$8,693,937.00","$3,289,930.00",44.2,58609,11.39,Lord Fairfax,Northwest,Valley Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,2nd Quartile,HIGHER,2nd Quartile,lower than 50% of Virginia’s localities
51173,173,us-va-173,Smyth County                                      ,"29,187",6,401,"$6,686,797.00","$2,538,711.00","$489,137.00","$9,714,645.00",$333.00,"$178,117.00","$1,046,963.00","$81,841.00","$3,081,892.00","$4,388,813.00",$150.00,"$762,711.00",$26.00,"$2,513,128.00","$497,067.00"," $	3,010,195 ",$129.00,"$17,876,365.00",$612.00,"$8,255,402.00","$6,807,878.00","$2,813,085.00",45.2,42588,18.93,Mount Rogers,Southwest,Southwest Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,1st Quartile,HIGHER,4th Quartile,lower than 75% of Virginia’s localities
51175,175,us-va-175,Southampton County                                ,"18,000",1,67,"$1,190,026.00","$451,805.00","$15,989.00","$1,657,820.00",$92.00,"$98,725.00","$580,302.00","$45,362.00","$1,138,736.00","$1,863,125.00",$104.00,"$23,348.00",$1.00,"$324,683.00","$82,845.00"," $	407,527 ",$24.00,"$3,951,820.00",$220.00,"$1,705,250.00","$1,685,870.00","$560,700.00",47.2,65079,6.8,Western Tidewater,Eastern,Southside Region,Rural (Noncore),Rural (Counties not within micropolitan statistical areas),Rural,Nonmetropolitan,LOWER,3rd Quartile,LOWER,1st Quartile,higher than 50% of Virginia’s localities
